34,https://en.wikipedia.org/wiki/!Alarma!_(album),""C & D Reprise" (Taylor, Chamberlain)","Side two","Nth S is" 
35,https://en.wikipedia.org/wiki/!Alarma!_(album),""Through The Speakers" (Taylor)","Side two","Nth S is" 
36,https://en.wikipedia.org/wiki/!Alarma!_(album),""Hit Them" (Taylor)","Side two","Nth S is" 
37,https://en.wikipedia.org/wiki/!Alarma!_(album),""Baby Game" (Taylor)","Side two","Nth S is" 
38,https://en.wikipedia.org/wiki/!Alarma!_(album),""Shedding The Mortal Coil" (Taylor, Cook, Chamberlain)","Side two","Nth S is" 
39,https://en.wikipedia.org/wiki/!Alarma!_(album),""Endless Summer" (Taylor, Chamberlain)","Side two","Nth S is" 
40,https://en.wikipedia.org/wiki/!Alarma!_(album),""Walls Of Doubt" (Taylor)","Side two","Nth S is" 
41,https://en.wikipedia.org/wiki/!Alarma!_(album),""Ghost Of The Heart" (Taylor)","Side two","Nth S is" 
42,https://en.wikipedia.org/wiki/!Alarma!_(album),""Little Things" (demo)","Deluxe edition bonus disc","Nth S is"
43,https://en.wikipedia.org/wiki/!Alarma!_(album),""Off My Mind" (demo)","Deluxe edition bonus disc","Nth S is"
44,https://en.wikipedia.org/wiki/!Alarma!_(album),""As Long As I Live" (demo)","Deluxe edition bonus disc","Nth S is"
45,https://en.wikipedia.org/wiki/!Alarma!_(album),""No Spaceship" (demo)","Deluxe edition bonus disc","Nth S is"
46,https://en.wikipedia.org/wiki/!Alarma!_(album),""Out Of Town" (demo)","Deluxe edition bonus disc","Nth S is"
47,https://en.wikipedia.org/wiki/!Alarma!_(album),""Only One" (demo)","Deluxe edition bonus disc","Nth S is"
48,https://en.wikipedia.org/wiki/!Alarma!_(album),""Central Theme" (demo)","Deluxe edition bonus disc","Nth S is"
49,https://en.wikipedia.org/wiki/!Alarma!_(album),""My Room" (demo)","Deluxe edition bonus disc","Nth S is"
50,https://en.wikipedia.org/wiki/!Alarma!_(album),""Faces To The Window" (demo)","Deluxe edition bonus disc","Nth S is"
51,https://en.wikipedia.org/wiki/!Alarma!_(album),""Colored By" (demo)","Deluxe edition bonus disc","Nth S is"
52,https://en.wikipedia.org/wiki/!Alarma!_(album),""Through The Speakers" (demo)","Deluxe edition bonus disc","Nth S is"
53,https://en.wikipedia.org/wiki/!Alarma!_(album),""Hit Them" (demo)","Deluxe edition bonus disc","Nth S is"
54,https://en.wikipedia.org/wiki/!Alarma!_(album),""Endless Summer" (demo)","Deluxe edition bonus disc","Nth S is"
55,https://en.wikipedia.org/wiki/!Alarma!_(album),""Walls of Doubt" (demo)","Deluxe edition bonus disc","Nth S is"
56,https://en.wikipedia.org/wiki/!Alarma!_(album),""Props" (Vocal mix)","Deluxe edition bonus disc","Nth S is"
57,https://en.wikipedia.org/wiki/!Alarma!_(album),""Big Time/Big Deal" (Alternate Mix)","Deluxe edition bonus disc","Nth S is"
58,https://en.wikipedia.org/wiki/!Alarma!_(album),""Shedding the Mortal Coil" (Alternate Mix)","Deluxe edition bonus disc","Nth S is"
59,https://en.wikipedia.org/wiki/!Alarma!_(album),""Ghost of the Heart" (Alternate Mix)","Deluxe edition bonus disc","Nth S is"
60,https://en.wikipedia.org/wiki/!Alarma!_(album),"(Instrumental)","Deluxe edition bonus disc","Nth S is"
61,https://en.wikipedia.org/wiki/!Alarma!_(album),""Colored By" (Instrumental)","Deluxe edition bonus disc","Nth S is"
62,https://en.wikipedia.org/wiki/!Alarma!_(album),"Reading" by Malcolm Wild","Deluxe edition bonus disc","Nth S is"
63,https://en.wikipedia.org/wiki/!All-Time_Quarterback!_(EP),""Plans Get Complex"","Track listing","Nth S is"
64,https://en.wikipedia.org/wiki/!All-Time_Quarterback!_(EP),""Untitled"","Track listing","Nth S is"
65,https://en.wikipedia.org/wiki/!All-Time_Quarterback!_(EP),""Why I Cry"","Track listing","Nth S is"
66,https://en.wikipedia.org/wiki/!All-Time_Quarterback!_(EP),""Rules Broken"","Track listing","Nth S is"
67,https://en.wikipedia.org/wiki/!All-Time_Quarterback!_(EP),""Send Packing"","Track listing","Nth S is"
68,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"^","See alsoNotes","have"
69,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"Margaret Herrick Library, Academy of Motion Picture Arts and Sciences","See alsoNotes","have"
70,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"abcd","See alsoNotes","have"
71,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"Edwards, Indecent Exposures, p. 116","See alsoNotes","have"
72,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"abc","See alsoNotes","have"
73,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"Edwards, Indecent Exposures, p. 130","See alsoNotes","have"
74,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"abcde","See alsoNotes","have"
75,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"Edwards, Indecent Exposures, p. 117","See alsoNotes","have"
76,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"^","See alsoNotes","have"
77,https://en.wikipedia.org/wiki/!Ay,_Carmela!_(film),"Schwartz, The Great Spanish Films, p. 102","See alsoNotes","have"
78,https://en.wikipedia.org/wiki/!Bastardos!,""You Can't Stop Thinking About Me" (Chan Kinchla, John Popper) – 4:24","Track listing","Nth S is"
79,https://en.wikipedia.org/wiki/!Bastardos!,""Amber Awaits" (Chan and Tad Kinchla, Popper) – 3:47","Track listing","Nth S is"
80,https://en.wikipedia.org/wiki/!Bastardos!,""After What" (Popper, Wilson) – 3:34","Track listing","Nth S is"
81,https://en.wikipedia.org/wiki/!Bastardos!,""Money Back Guarantee" (Popper, Wilson) – 3:48","Track listing","Nth S is"
82,https://en.wikipedia.org/wiki/!Bastardos!,""Can't Win True Love" (Popper) – 4:57","Track listing","Nth S is"
83,https://en.wikipedia.org/wiki/!Bastardos!,""Nail" (Popper, Wilson) – 3:06","Track listing","Nth S is"
84,https://en.wikipedia.org/wiki/!Bastardos!,""Leaning In" (Popper, Wilson) – 3:48","Track listing","Nth S is"
85,https://en.wikipedia.org/wiki/!Bastardos!,""She and I" (Tad Kinchla, Popper) – 4:51","Track listing","Nth S is"
86,https://en.wikipedia.org/wiki/!Bastardos!,""Rubberneck" (Tad Kinchla, Popper) – 3:11","Track listing","Nth S is"
87,https://en.wikipedia.org/wiki/!Bastardos!,""Nefertiti" (Tad Kinchla, Popper) – 4:15","Track listing","Nth S is"
88,https://en.wikipedia.org/wiki/!Bastardos!,""What Could Possibly Go Wrong" (Chan Kinchla, Popper) – 2:47","Track listing","Nth S is"
89,https://en.wikipedia.org/wiki/!Bastardos!,""That Which Doesn't Kill You" (Chan Kinchla, Popper) – 4:12","Track listing","Nth S is"
90,https://en.wikipedia.org/wiki/!Bastardos!,""She Isn't Mine" (Popper) – 3:18","Track listing","Nth S is"
91,https://en.wikipedia.org/wiki/!Bastardos!,""The Children of the Night" (Brendan Hill, Popper) – 6:31","Track listing","Nth S is"
92,https://en.wikipedia.org/wiki/!Bastardos!_(album),""You Can't Stop Thinking About Me" (Chan Kinchla, John Popper) – 4:24","Track listing","Nth S is"
93,https://en.wikipedia.org/wiki/!Bastardos!_(album),""Amber Awaits" (Chan and Tad Kinchla, Popper) – 3:47","Track listing","Nth S is"
94,https://en.wikipedia.org/wiki/!Bastardos!_(album),""After What" (Popper, Wilson) – 3:34","Track listing","Nth S is"
95,https://en.wikipedia.org/wiki/!Bastardos!_(album),""Money Back Guarantee" (Popper, Wilson) – 3:48","Track listing","Nth S is"
96,https://en.wikipedia.org/wiki/!Bastardos!_(album),""Can't Win True Love" (Popper) – 4:57","Track listing","Nth S is"
97,https://en.wikipedia.org/wiki/!Bastardos!_(album),""Nail" (Popper, Wilson) – 3:06","Track listing","Nth S is"
98,https://en.wikipedia.org/wiki/!Bastardos!_(album),""Leaning In" (Popper, Wilson) – 3:48","Track listing","Nth S is"
99,https://en.wikipedia.org/wiki/!Bastardos!_(album),""She and I" (Tad Kinchla, Popper) – 4:51","Track listing","Nth S is"
100,https://en.wikipedia.org/wiki/!Bastardos!_(album),""Rubberneck" (Tad Kinchla, Popper) – 3:11","Track listing","Nth S is"
101,https://en.wikipedia.org/wiki/!Bastardos!_(album),""Nefertiti" (Tad Kinchla, Popper) – 4:15","Track listing","Nth S is"
102,https://en.wikipedia.org/wiki/!Bastardos!_(album),""What Could Possibly Go Wrong" (Chan Kinchla, Popper) – 2:47","Track listing","Nth S is"
103,https://en.wikipedia.org/wiki/!Bastardos!_(album),""That Which Doesn't Kill You" (Chan Kinchla, Popper) – 4:12","Track listing","Nth S is"
104,https://en.wikipedia.org/wiki/!Bastardos!_(album),""She Isn't Mine" (Popper) – 3:18","Track listing","Nth S is"
105,https://en.wikipedia.org/wiki/!Bastardos!_(album),""The Children of the Night" (Brendan Hill, Popper) – 6:31","Track listing","Nth S is"
106,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""You Can't Stop Thinking About Me" (Chan Kinchla, John Popper) – 4:24","Track listing","Nth S is"
107,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""Amber Awaits" (Chan and Tad Kinchla, Popper) – 3:47","Track listing","Nth S is"
108,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""After What" (Popper, Wilson) – 3:34","Track listing","Nth S is"
109,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""Money Back Guarantee" (Popper, Wilson) – 3:48","Track listing","Nth S is"
110,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""Can't Win True Love" (Popper) – 4:57","Track listing","Nth S is"
111,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""Nail" (Popper, Wilson) – 3:06","Track listing","Nth S is"
112,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""Leaning In" (Popper, Wilson) – 3:48","Track listing","Nth S is"
113,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""She and I" (Tad Kinchla, Popper) – 4:51","Track listing","Nth S is"
114,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""Rubberneck" (Tad Kinchla, Popper) – 3:11","Track listing","Nth S is"
115,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""Nefertiti" (Tad Kinchla, Popper) – 4:15","Track listing","Nth S is"
116,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""What Could Possibly Go Wrong" (Chan Kinchla, Popper) – 2:47","Track listing","Nth S is"
117,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""That Which Doesn't Kill You" (Chan Kinchla, Popper) – 4:12","Track listing","Nth S is"
118,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""She Isn't Mine" (Popper) – 3:18","Track listing","Nth S is"
119,https://en.wikipedia.org/wiki/!Bastardos_en_Vivo!,""The Children of the Night" (Brendan Hill, Popper) – 6:31","Track listing","Nth S is"
120,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Radio version] – 3:45","European 2-track CD single","Nth S is"
121,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,""A*Teens Medley" [Pierre J's Radio Mix] – 3:54","European 2-track CD single","Nth S is"
122,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Radio version] – 3:45","European maxi CD","Nth S is"
123,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Extended version] – 6:02","European maxi CD","Nth S is"
124,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Earthbound Late Show Remix] – 5:04","European maxi CD","Nth S is"
125,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,""A*Teens Medley" [Pierre J's Full Length Mix] – 8:19","European maxi CD","Nth S is"
126,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Radio version] – 3:45","Mexican CD single","Nth S is"
127,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Spanish version] – 3:43","Mexican CD single","Nth S is"
128,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Radio version] – 3:45","Japanese maxi CD","Nth S is"
129,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,""A*Teens Medley" [Pierre J's Radio Mix] – 3:54","Japanese maxi CD","Nth S is"
130,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,""Mamma Mia" [Spanish version] – 3:46","Japanese maxi CD","Nth S is"
131,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Spanish version] – 3:43","Japanese maxi CD","Nth S is"
132,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"[Radio version] – 3:45","1 Track CD'","Nth S is"
133,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight)" – 3:30","CD single""Nth S is"
134,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,""Brigitte Bardot" (remix edit) by Jean-Pascal Lacoste – 3:01","CD single""Nth S is"
135,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight)" – 4:11","Track listingDigital download","Nth S is"
136,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Extended Mix]" – 7:25","(A Man After Midnight) [Extended Mix] – Single","Nth S is"
137,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Extended Mix]" – 7:25","(A Man After Midnight) [Midnight Mixes]","Nth S is"
138,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Offer Nissim Needs a Man Remix]" – 7:19","(A Man After Midnight) [Midnight Mixes]","Nth S is"
139,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Love To Infinity Classic Remix]" – 5:27","(A Man After Midnight) [Midnight Mixes]","Nth S is"
140,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Guy Scheiman Anthem Remix]" – 7:19","(A Man After Midnight) [Midnight Mixes]","Nth S is"
141,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Ralphi Rosario Remix]" – 7:52","(A Man After Midnight) [Midnight Mixes]","Nth S is"
142,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Love To Infinity Insomniac Remix]" – 6:11","(A Man After Midnight) [Midnight Mixes]","Nth S is"
143,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Danny Verde Remix]" – 5:54","(A Man After Midnight) [Midnight Mixes]","Nth S is"
144,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Chris Cox Anthem Remix]" – 6:06","(A Man After Midnight) [Midnight Mixes]","Nth S is"
145,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Guy Scheiman Anthem Dub Remix]" – 6:06","(A Man After Midnight) [Midnight Mixes]","Nth S is"
146,https://en.wikipedia.org/wiki/!Dame!_!Dame!_!Dame!,"(A Man After Midnight) [Ralphi Rosario Dub Remix]" – 6:27","(A Man After Midnight) [Midnight Mixes]","Nth S is"
147,https://en.wikipedia.org/wiki/!Ga!ne_language,"^","References","have"
148,https://en.wikipedia.org/wiki/!Ga!ne_language,"Ethnologue erroneously includes ǃGãǃne in Seroa, but the two languages have only one known word in common.","References","have"
149,https://en.wikipedia.org/wiki/!Ga!ne_language,"ab","References","have"
150,https://en.wikipedia.org/wiki/!Ga!ne_language,"Anthony Traill, "The Khoisan Languages of South Africa", in Rajend Mesthrie, ed., 1995, Language and Social History: Studies in South African Sociolinguistics","References","have"
151,https://en.wikipedia.org/wiki/!Ga!nge_language,"^","References","have"
152,https://en.wikipedia.org/wiki/!Ga!nge_language,"Ethnologue erroneously includes ǃGãǃne in Seroa, but the two languages have only one known word in common.","References","have"
153,https://en.wikipedia.org/wiki/!Ga!nge_language,"ab","References","have"
154,https://en.wikipedia.org/wiki/!Ga!nge_language,"Anthony Traill, "The Khoisan Languages of South Africa", in Rajend Mesthrie, ed., 1995, Language and Social History: Studies in South African Sociolinguistics","References","have"
155,https://en.wikipedia.org/wiki/!G%C3%A3!ne,"^","References","have"
156,https://en.wikipedia.org/wiki/!G%C3%A3!ne,"Ethnologue erroneously includes ǃGãǃne in Seroa, but the two languages have only one known word in common.","References","have"
157,https://en.wikipedia.org/wiki/!G%C3%A3!ne,"ab","References","have"
158,https://en.wikipedia.org/wiki/!G%C3%A3!ne,"Anthony Traill, "The Khoisan Languages of South Africa", in Rajend Mesthrie, ed., 1995, Language and Social History: Studies in South African Sociolinguistics","References","have"
159,https://en.wikipedia.org/wiki/!G%C3%A3!ne_language,"^","References","have"
160,https://en.wikipedia.org/wiki/!G%C3%A3!ne_language,"Ethnologue erroneously includes ǃGãǃne in Seroa, but the two languages have only one known word in common.","References","have"
161,https://en.wikipedia.org/wiki/!G%C3%A3!ne_language,"ab","References","have"
162,https://en.wikipedia.org/wiki/!G%C3%A3!ne_language,"Anthony Traill, "The Khoisan Languages of South Africa", in Rajend Mesthrie, ed., 1995, Language and Social History: Studies in South African Sociolinguistics","References","have"
163,https://en.wikipedia.org/wiki/!G%C3%A3!nge,"^","References","have"
164,https://en.wikipedia.org/wiki/!G%C3%A3!nge,"Ethnologue erroneously includes ǃGãǃne in Seroa, but the two languages have only one known word in common.","References","have"
165,https://en.wikipedia.org/wiki/!G%C3%A3!nge,"ab","References","have"
166,https://en.wikipedia.org/wiki/!G%C3%A3!nge,"Anthony Traill, "The Khoisan Languages of South Africa", in Rajend Mesthrie, ed., 1995, Language and Social History: Studies in South African Sociolinguistics","References","have"
167,https://en.wikipedia.org/wiki/!G%C3%A3!nge_language,"^","References","have"
168,https://en.wikipedia.org/wiki/!G%C3%A3!nge_language,"Ethnologue erroneously includes ǃGãǃne in Seroa, but the two languages have only one known word in common.","References","have"
169,https://en.wikipedia.org/wiki/!G%C3%A3!nge_language,"ab","References","have"
170,https://en.wikipedia.org/wiki/!G%C3%A3!nge_language,"Anthony Traill, "The Khoisan Languages of South Africa", in Rajend Mesthrie, ed., 1995, Language and Social History: Studies in South African Sociolinguistics","References","have"
171,https://en.wikipedia.org/wiki/!Happy_Birthday_Guadaloupe!,"- 4:33","CD Single","Nth S is"
172,https://en.wikipedia.org/wiki/!Happy_Birthday_Guadalupe!,"- 4:33","CD Single","Nth S is"
173,https://en.wikipedia.org/wiki/!Hero_(album),"^Hip Hope Hits 2005, a compilation album on ","Notes","have"
174,https://en.wikipedia.org/wiki/!Hero_(album),"Raised in Harlem was featured on, a compilation album on Gotee Records ,.","Notes","have"
175,https://en.wikipedia.org/wiki/!MuchaLucha!,"El Rey, Come Home!","All three of the stories featured in these comic books were written by Eddie Mort, and have even been occasionally referenced in the TV series.","have"
176,https://en.wikipedia.org/wiki/!MuchaLucha!,"It's All Buena!","All three of the stories featured in these comic books were written by Eddie Mort, and have even been occasionally referenced in the TV series.","have"
177,https://en.wikipedia.org/wiki/!MuchaLucha!,"Limbo of the Lost Luchadores!","All three of the stories featured in these comic books were written by Eddie Mort, and have even been occasionally referenced in the TV series.","have"
178,https://en.wikipedia.org/wiki/!Mucha_Lucha!,"El Rey, Come Home!","All three of the stories featured in these comic books were written by Eddie Mort, and have even been occasionally referenced in the TV series.","have"
179,https://en.wikipedia.org/wiki/!Mucha_Lucha!,"It's All Buena!","All three of the stories featured in these comic books were written by Eddie Mort, and have even been occasionally referenced in the TV series.","have"
180,https://en.wikipedia.org/wiki/!Mucha_Lucha!,"Limbo of the Lost Luchadores!","All three of the stories featured in these comic books were written by Eddie Mort, and have even been occasionally referenced in the TV series.","have"
181,https://en.wikipedia.org/wiki/!Three_Amigos!,""The Ballad of the Three Amigos"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
182,https://en.wikipedia.org/wiki/!Three_Amigos!,""Main Title"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
183,https://en.wikipedia.org/wiki/!Three_Amigos!,""The Big Sneak"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
184,https://en.wikipedia.org/wiki/!Three_Amigos!,""My Little Buttercup"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
185,https://en.wikipedia.org/wiki/!Three_Amigos!,""Santo Poco"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
186,https://en.wikipedia.org/wiki/!Three_Amigos!,""Fiesta and Flamenco"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
187,https://en.wikipedia.org/wiki/!Three_Amigos!,""El Guapo"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
188,https://en.wikipedia.org/wiki/!Three_Amigos!,""The Return of the Amigos"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
189,https://en.wikipedia.org/wiki/!Three_Amigos!,""Blue Shadows on the Trail"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
190,https://en.wikipedia.org/wiki/!Three_Amigos!,""The Singing Bush"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
191,https://en.wikipedia.org/wiki/!Three_Amigos!,""Amigos at the Mission"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
192,https://en.wikipedia.org/wiki/!Three_Amigos!,""Capture"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
193,https://en.wikipedia.org/wiki/!Three_Amigos!,""El Guapo's Birthday"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
194,https://en.wikipedia.org/wiki/!Three_Amigos!,""The Chase”","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
195,https://en.wikipedia.org/wiki/!Three_Amigos!,""Amigos, Amigos, Amigos"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
196,https://en.wikipedia.org/wiki/!Three_Amigos!,""Farewell"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
197,https://en.wikipedia.org/wiki/!Three_Amigos!,""End Credits"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs.","have"
198,https://en.wikipedia.org/wiki/!Viva_Nueva!,""C'mon"","Track listing","Nth S is"
199,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Gas on Skin"","Track listing","Nth S is"
200,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Love Underground"","Track listing","Nth S is"
201,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Hardest Way Possible"","Track listing","Nth S is"
202,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Crash Landing"","Track listing","Nth S is"
203,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Smoke"","Track listing","Nth S is"
204,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Baby Blue"","Track listing","Nth S is"
205,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Revolution AM"","Track listing","Nth S is"
206,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Sector Z"","Track listing","Nth S is"
207,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Combustible"","Track listing","Nth S is"
208,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Valentine's Day Massacre"","Track listing","Nth S is"
209,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Hit Man"","Track listing","Nth S is"
210,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Check"","Track listing","Nth S is"
211,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Boys and Girls"","Track listing","Nth S is"
212,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Beekeeper"","Track listing","Nth S is"
213,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Man Without a Mouth"","Track listing","Nth S is"
