0,AMCL 0,Awards,include,2006: No es un Misterio Intervención Musical del Año – trio con Alex Campos y Coalo Zamorano-
0,AMCL 0,Awards,include,2007: Sinfonía del Alma – Álbum Instrumental/Clásico/Coral del Año
0,AMCL 0,Awards,include,2009: Sobrenatural DVD – DVD del Año
0,AMCL 0,Awards,include,2009: Sobrenatural DVD – Tour del Año
0,AMCL 0,Awards,include,2011: 25 Concierto Conmemorativo – Álbum en Vivo del Año
0,AMCL 0,Awards,include,2011: 25 Concierto Conmemorativo – DVD del Año
0,AMCL 0,Awards,include,2011: 25 Concierto Conmemorativo – Evento Musical del Año
0,Academic departments,include,Department of Mathematics
0,Academic departments,include,Department of Business Administration
0,Academic departments,include,Department of Judicial Sciences
0,Academic departments,include,Department of Sociology and Political Science
0,Academic departments,include,Department of Economics
0,Academic departments,include,Department of Accounting and Finance
0,Academic departments,include,Department of Psychology
0,Academic departments,include,Department of Philosophy
0,Academic departments,include,Department of Theology
0,Academic departments,include,Department of Educational Sciences
0,Academic departments,include,Department of Communications and Culture
0,Academic departments,include,Department of Public Health
0,Academic departments,include,Department of Operations and Systems
0,Academic departments,include,Department of Electronics and Informatics
0,Academic departments,include,Department of Energy and Fluid Sciences
0,Academic departments,include,Department of Structural Mechanics
0,Academic departments,include,Department of Spatial Organization
0,Academic departments,include,Department of Engineering Process and Environmental Science
1,Adaptations,published translation under,title
1,Adaptations,released,LP record of poems
1,Adaptations,wrote,music
1,Adaptations,composed,song for voice
1,Adaptations,in,one act opera Markheim 2008
1,Adaptations,has,Garden of Songs
0,Additional Musicians,include,Peter Baltes – bass (original 1981 version)
0,Additional Musicians,include,Tom Croucier – bass (original 1981 version)
0,Additional musicians,include,Rob Cavallo - keyboards
2,Additional musicians,is In,Skin
2,Additional musicians,keyboard on,Had Enough
2,Additional musicians,each for,That I 'm Asking
0,Additional musicians,include,Florian Ammon – synthesizer on ""Everything" and "Near Life Experience"
2,Additional musicians,mandolin on,Golden Lights
2,Additional musicians,effects on,Asleep
0,Additional personnel,include,Keith Armstrong – mixing assistant
0,Additional personnel,include,Chris Bilheimer – art direction design
0,Additional personnel,include,Lee Bothwick – engineer
0,Additional personnel,include,Andrew "Hans" Buscher – guitar technician
0,Additional personnel,include,Eden Galindo – bass technician
0,Additional personnel,include,Kenny Butler – drum technician
0,Additional personnel,include,Rob Cavallo – producer
0,Additional personnel,include,Chris Dugan – engineer
0,Additional personnel,include,Mike Fasano – drum technician
0,Additional personnel,include,Green Day – composer primary artist producer
0,Additional personnel,include,Cheryl Jenets – production manager
0,Additional personnel,include,Ted Jensen – mastering
0,Additional personnel,include,Nik Karpen – mixing assistant
0,Additional personnel,include,Brad Kobylczak – second engineer
0,Additional personnel,include,Lady Cobra – vocals on "Nightlife" composer back cover photo
0,Additional personnel,include,Chris Lord-Alge – mixing
0,Additional personnel,include,Jaime Neely – production assistant
0,Additional personnel,include,Michelle Rogel – production assistant
0,Additional personnel,include,Andrew Schubert – mixing assistant
0,Additional personnel,include,Felisha Tolentino – band photo
0,Additional personnel,include,Brad Townsend – mixing assistant
0,Additional personnel,include,Tim Christensen - Mellotron
0,Additional personnel,include,Klaus Nielson - synthesizers (tracks 1 4 6 7)
0,Additional personnel,include,Mads Hyhne and Kasper Tranberg - horns
0,Additional personnel,include,Jan Eliasson and Morten Bue - mastering engineer
0,Album discography,include,) Carl's/Gorgon – with Ossie Scott
0,Album discography,include,35 Years From Alpha (1982) On-U Sound
0,Albums,include,1974 Curtis Knight Zeus – Sea of Time
0,Albums,include,1983 Fastway – Fastway
0,Albums,include,1986 Fastway – Waiting for the Roar
0,Albums,include,1988 Fastway – On Target
0,Albums,include,1990 Fastway – Bad Bad Girls
0,Albums,include,2003 Motörhead – Live at Brixton Academy
0,Albums,include,2007 Fast Eddie Clarke Anthology
0,Albums,include,2009 Curtis Knight Zeus -The Second Coming – first time on CD with bonus track.
0,Albums,include,2011 Fastway – Eat Dog Eat
0,Albums,include,2014 Fast Eddie Clarke – Make My Day: Back To Blues – CD & Download
0,Albums,include,2018 Warfare-Cemetery Dirt Download Plastic Head Media Ltd
0,Albums,include,2018 Warfare-Misanthropy from the album Warfare(Nightmare Mixes)
0,Albums,include,Heart of Stone (Chris Knight album) or the title song 2008
0,Albums,include,Love for the Future (Third Stone/Atlantic 1992)
0,Albums,include,Language of Love (AmieStreet.com 2008)
0,Albums,include,Re-released: 27 June 1995
0,Albums,include,Format: CD Cassette Vinyl
0,Albums,include,Label: Jive
0,Albums,include,US R&B Albums no.
0,Albums,include,34
3,Albums,See,Rainbows
3,Albums,has,Alright
0,Albums,include,Judas (album) a 2017 album by Fozzy or the title song
0,Albums,include,Judas a 2011 album and the title song by Wisdom
0,Albums,include,Elements of Life (2004)
0,Albums,include,Elements of Life Extensions (2005)
0,Albums,include,Elements of Life Eclipse (2013)
0,Albums,include,Louie Vega Starring...XXVIII (2016)
0,Albums,include,NYC Disco (2018)
0,Alecu Russo Balti State University faculties:,include,Faculty of Real Sciences
0,Alecu Russo Balti State University faculties:,include,Faculty of Philology
0,Alecu Russo Balti State University faculties:,include,Faculty of Foreign Languages and Literatures
0,Alecu Russo Balti State University faculties:,include,Faculty of Psychology and Social Work
0,Alecu Russo Balti State University faculties:,include,Faculty of Sciences of Education and Arts
0,Alecu Russo Balti State University faculties:,include,Faculty of Law
0,Alecu Russo Balti State University faculties:,include,Faculty of Economics
0,Alecu Russo Balti State University faculties:,include,Faculty of Natural Science and Agroecology
1,Alexandru Ioan Cuza University,is,part of Faculty of Natural Sciences
1,Alexandru Ioan Cuza University,is,founded in 1864 as department of Faculty of Sciences
1,Alexandru Ioan Cuza University,is,chemistry
1,Alexandru Ioan Cuza University,is,founded in 1965 as Department of Computing Machines
1,Alexandru Ioan Cuza University,is,1991
1,Alexandru Ioan Cuza University,is,Faculty Economics
1,Alexandru Ioan Cuza University,is,Department Geology Mineralogy Faculty
1,Alexandru Ioan Cuza University,is,Faculty of Biology Geography Geology
1,Alexandru Ioan Cuza University,is,department Faculty Philosophy
1,Alexandru Ioan Cuza University,is,Faculties of History Geography
1,Alexandru Ioan Cuza University,is,1856
1,Alexandru Ioan Cuza University,is,1860
1,Alexandru Ioan Cuza University,is,individual faculty
1,Alexandru Ioan Cuza University,is,1960
1,Alexandru Ioan Cuza University,is,physics
1,Alexandru Ioan Cuza University,is,1997
1,Alexandru Ioan Cuza University,is,2002
1,Alexandru Ioan Cuza University,is,2000
0,Also some Aeta ethnic names with no cultural memory of an extinct language:,include,Tayabas Ayta [ayy]
0,Also some Aeta ethnic names with no cultural memory of an extinct language:,include,Villa Viciosa Agta [dyg]
0,Amateur wrestling,include,All–American  Wrestling Champion (2 times)
0,Amateur wrestling,include,Central Region (Richmond) Wrestling Champion (3 times)
0,Amateur wrestling,include,National Wrestling Champion (2 times)
0,Amateur wrestling,include,Virginia Commonwealth Games Freestyle Wrestling Champion (1 time)
0,Amateur wrestling,include,Virginia State Wrestling Champion (AAA) (1 time)
0,Amateur wrestling,include,Georgia State TournamentChampion at 189 pounds (86 kg) weight class (2003 2004)
1,Amazon exclusive),include,Wade
1,Amazon exclusive),include,Cole
1,Amazon exclusive),include,Marx
1,An abstract logic for the purpose of Löwenheim numbers consists of:,include,A collection of "sentences";
0,Anthology contributions,include,Melissa Tuckey ed.
3,Anthology contributions,include,(2018).
0,Anthology contributions,include,Ghost Fishing: An Eco-Justice Poetry Anthology.
0,Anthology contributions,include,University of Georgia Press.
3,Anthology contributions,include,ISBN9780820353159.
0,Anthology contributions,include,Dawnland Voices.
0,Anthology contributions,include,Lincoln Neb.
0,Anthology contributions,include,: University of Nebraska Press.
3,Anthology contributions,include,2014.
3,Anthology contributions,include,ISBN9780803246867.
0,Anthology contributions,include,Tom Schram ed.
0,Anthology contributions,include,Eastern University Press 2008.
0,Anthology contributions,include,French Connections: A Gathering of Franco-American Poets.
0,Anthology contributions,include,Christine Gelineau ed.
0,Anthology contributions,include,Louisiana Literature Press 2007.
0,Anthology contributions,include,New Directions Reading Writing and Critical Thinking.
0,Anthology contributions,include,Peter S. Gardnered.
0,Anthology contributions,include,Cambridge University Press New York 2005.
2,Anthology contributions,is in,21st Century
0,Anthology contributions,include,Bedford/St.
0,Anthology contributions,include,Martin's Press Boston.
3,Anthology contributions,include,2005.
0,Anthology contributions,include,Connections: Reading and Writing in Cultural Contexts.
0,Anthology contributions,include,Judith A. Stanford ed.
0,Anthology contributions,include,Rivier College Mayfield Publishing Calif. 2001.
2,Anthology contributions,Remember,It
0,Anthology contributions,include,Native Women in the Arts Press Toronto Ontario Canada 1999.
0,Anthology contributions,include,The Eye of the Deer.
0,Anthology contributions,include,Aunt Lute Books 1999.
0,Anthology contributions,include,Poetry Nation.
0,Anthology contributions,include,Véhicule Press Montréal Canada 1999.
0,Anthology contributions,include,Identity Lessons: Learning American Style.
0,Anthology contributions,include,St. Martin's Press 1997.
0,Anthology contributions,include,Through the Kitchen Window.
0,Anthology contributions,include,Arlene Arvakian ed.
0,Anthology contributions,include,University of Massachusetts Spring 1997.
0,Anthology contributions,include,Durable Breath.
0,Anthology contributions,include,John E. Smelcer and D.L.
0,Anthology contributions,include,Salmon Run Press 1994.
0,Anthology contributions,include,Two Worlds Walking.
0,Anthology contributions,include,Diane Glancy and C.W.
0,Anthology contributions,include,New Rivers Press 1994.
0,Anthology contributions,include,Joseph Bruchac ed.
0,Anthology contributions,include,Greenfield Review Press 1994.
0,Anthology contributions,include,Poetry Like Bread Martín Espada ed.
0,Anthology contributions,include,Curbstone Press 1994.
0,Anthology contributions,include,An Ear to the Ground.
0,Anthology contributions,include,University of Georgia Press 1989.
2,Antony Beevor,has,A Writer at War: Vasily Grossman with the Red Army 1941–1945 by Vasily Grossman.
3,Antony Beevor,has,ISBN9780375424076
0,Appearances on other 0,albums,include,1995 – Jesse "Wild Bill" Austin: Baby's Back (Roesch Records) (as The Blues Brothers Horns)
0,Appearances on other 0,albums,include,2000 – Matt "Guitar" Murphy: Lucky Charm (Roesch Records) (as The Blues Brothers Horns)
0,Appearances on other 0,albums,include,2014 – Johnny Winter: Step Back (Megaforce) (as The Blues Brothers Horns)
0,Appearances:,include,November 15 2003: Host Alec Baldwin.
1,Appearances:,has,son
2,Appearances:,sides with,Abe Scheinwald
0,Appearances:,include,May 8 2004: Host Snoop Dogg.
2,Appearances:,pitches,Booty Hotel to Abe
0,Appearances:,include,December 18 2004:  Host Robert De Niro.
2,Appearances:,argue about,direction of studio at Weekend Update desk
0,Appearances:,include,October 22 2005:  Host Catherine Zeta-Jones.
2,Appearances:,discuss,serious script
0,Appearances:,include,Jimmy Fallon as employee Jack Kakinstack.
0,Appearances:,include,Business:  Pat 'n Patti's Backpack Shack.
0,Appearances:,include,December 11 2004: Host Colin Farrell as employee Zack Kakinstack.
0,Appearances:,include,Business:  Pat 'n Patti's Slacks Snacks and Knick Knack shack.
1,Areas of dispute,were numerous in,period
1,Areas of dispute,infer,practice
0,Artwork,include,Robert Del Naja – art design art direction
0,Artwork,include,Tom Hingston Studio – design art direction
0,As Metal Mike Chlasciak,include,The Spilling (2001)
0,As Metal Mike Chlasciak,include,The Metalworker (2013)
0,As Metal Mike Chlasciak,include,The Metal Squire: Early Battles + 4 (2021)
0,As Mike Chlasciak,include,Territory: Guitar Kill!!!
3,As Mike Chlasciak,include,(2000)
0,As a side-person,include,Lefty Dizz & Shock Treatment: Live in Chicago (1982/2008)
0,As a side-person,include,Klaus Lage: Schweissperlen (1985)
0,As a side-person,include,Johnny Heartsman: Sacramento (1987)
2,As a side-person,see,Mama 1987
0,As a side-person,include,Angela Brown: Live (1993)
0,As a side-person,include,EB Davis: Fool for the Ladies (1996) mit Big Jay Mc Neely
0,As a side-person,include,Siggy Davis: Live (2013)
0,As a side-person,include,Jimmie Smith: Timemension (1983)
0,As a side-person,include,The Cat - several Albums
0,As a side-person,include,Errol Dixon: Mr.
0,As a side-person,include,Boogie Woogie
0,As a side-person,include,Robert Covington: The Golden Voice Of Robert Covington (1987)
0,As a side-person,include,Jimmy Scott: A Pair and a Spair (1973)
0,As a side-person,include,Rickmond Cindy: New Ideas (1990)
0,As leader,include,1984: Big and Warm (India Navigation)
0,As leader,include,1985: Big Nick (India Navigation)
2,As leader,is,Free
0,As leader,include,Up Front (Timeless 1986)
2,As leader,is with,Cedar Walton
0,As leader,include,Rhythm of the Street (Rots Records 2000)
2,As leader,Records at_time,2001
0,As leader,include,The Prize (Rots Records 2002)
0,As leader,include,The Spirit (Rots Records 2003)
0,As leader,include,Reid Wright and Be Happy (Sanch 2003)
0,As leader,include,The Message (Rots Records 2004)
2,As leader,Furniture,Rots Records 2004
0,As leader,include,The Licentious Hour (Rots Records 2005)
1,Astronomy,is in,Morgan Keenan system
1,Astronomy,indicating,a January 1
1,Astronomy,include,The semi-major axis of an orbit
3,Australia,include,Middle Beach South Australia a small town 40 km northwest of Adelaide
0,Automobile,include,Ford Model A (1927–31)
0,Automobile,include,Geometry A an electric mid-size sedan by Geely Auto
0,Award and diploma winners,include,Daniel Larios France
0,Award and diploma winners,include,Leonid Flegmatov Russia
0,Award and diploma winners,include,Nino Gogua Georgia
0,Award and diploma winners,include,Gabriel Gogua Georgia
0,Award and diploma winners,include,Maia Makhateli Georgia
0,Award and diploma winners,include,Lasha Khozashvili Georgia
0,Award and diploma winners,include,Temur Suluashvili Georgia
0,Award and diploma winners,include,Olga Kuznetsova Georgia
0,Award and diploma winners,include,Victoria Kikabidze Georgia
0,Award and diploma winners,include,Maia Iluridze Georgia
0,Award and diploma winners,include,Shorena Khaindrava Georgia
0,Award and diploma winners,include,Nino Makhashvili Georgia
0,Award and diploma winners,include,Anna Tsereteli Georgia — in nomination “Best teacher-tutor”
0,Award and diploma winners,include,Larisa Chkhikvishvili Georgia — in nomination “Best teacher-tutor”
0,Award and diploma winners,include,Rusudan Abashidze Georgia—Ajaria — in nomination “Best teacher-tutor”
0,Award and diploma winners,include,Vasiko Abashidze Georgia—Ajaria — in nomination “Best teacher-tutor”
0,Award and diploma winners,include,Eka Marshania Georgia — in nomination “Best debut”
0,Award and diploma winners,include,Tamara Jashiashvili Georgia — in nomination “Best debut”
0,Award and diploma winners,include,Giorgi Mshvenieradze Georgia — in nomination “Best debut”
0,Award and diploma winners,include,Ladio Agaleu Albania — in nomination “Best male dancer”
0,Award and diploma winners,include,Naira Ramazanova Azerbaijan — in nomination “Best ballerina”
0,Award and diploma winners,include,Tamara Gibuti Georgia — in nomination “Best ballerina”
0,Award and diploma winners,include,Morihiro Iwata Japan-Russia — in nomination “Best production”
0,Award and diploma winners,include,Tamaz Vashakidze Georgia — in nomination “Best production”
0,Award and diploma winners,include,Jurgita Dronina Lithuania — Audience Choice Award
0,Awards,include,Best cinematography (Jüri Sillart) USSR Film Competition (Shostka) 1979
0,Awards,include,Best cinematography (Jüri Sillart) Estonian SSR Film Festival 1980
0,Awards,include,Best art design (Tõnu Virve) Estonian SSR Film Festival 1980
0,Awards,include,Jury Special Prize for novel expression in film music (Sven Grünberg) Estonian SSR Film Festival 1980
1,Awards,is In,Play
0,Awards,include,1982 Theatre World Award - Danny Glover
0,Awards and Accolades,include,1990 Lammie Award for Best New Product in A Law-Related Field (Bill Your Ex System) from California Lawyer Magazine
2,Awards and Accolades,from Award is,citation
0,Awards and Accolades,include,2008 Annual Women of Achievement Award from the Association of Women in Communication (Santa Barbara Chapter)
0,Awards and Accolades,include,2011 Outstanding Service Award from William Woods University Alumni Association
0,Awards and Accolades,include,2012 Myra P. Sadker Award for The Improbable Journey of Berta Benz from the Career Technical Education Equity Council
0,Awards and Accolades,include,2013 Breaking Traditions Award for The Improbable Journey of Berta Benz from the Career Technical Education Equity Council
2,Awards and Accolades,from,International Film Festival
3,Awards and nominations,was,held
3,BBC,made,part
3,BBC,made,18 August 2001
2,Ballard/Travers family,is in,town
2,Ballard/Travers family,supports,causes
2,Ballard/Travers family,becomes,president
2,Ballard/Travers family,is in,her father 's law firm
2,Ballard/Travers family,competently works for,many years
2,Ballard/Travers family,is,ill
2,Ballard/Travers family,marries church organist Samuel Travers,despite relatively poor
2,Ballard/Travers family,remain for,years
0,Band,include,Musical Director Piano: Claude "Mégo" Lemay (2011-2014) Scott Price (2015-2019)
0,Band,include,Drums: Dominique Messier
0,Band,include,Guitars: André Coutu (2011-2014) Kaven Girouard (2015-2019)
0,Band,include,Keyboards: Yves Frulla (2011-2014) Guillaume Marchand (2015-2019)
0,Band,include,Percussion: Paul Picard
0,Band,include,Background Vocals & Tin Whistle: Élise Duguay
0,Band,include,Background Vocals: Barnev Valsaint Dawn Cumberbatch
0,Band,include,Violins: Jean Sebastien Carré (2011-2014) Philippe Dunnigan Jenny Elfving Laraine Kaizer Rebecca Ramsey Svetlin Belneev Lisa Dondlinger Lenka Hajkova John Arnold De Ann Letourneau
0,Band,include,Violas: Jerome Gordon Kaila Potts Dmitri Kourka
0,Band,include,CellI: Lindsey Springer Raymond Sicam III Irina Chirkova Judy Kang Élise Duguay
0,Band,include,Woodwinds: Eric Tewalt Philip Wigfall
0,Band,include,Trumpets: Matt Fronke Kurt Evanson Nico Edgerman Donald Lorice
0,Band,include,Trombones: Daniel Falcone Nathan Tanouye
0,Band,include,Mike Bryant - engineering clarinet bass production (1988-1999) composer programming (2000 2010).
0,Band,include,Jon Fugler - vocals lyrics production (1988-2009)
0,Band,include,Mike Tournier - composer keyboards guitar programming production (1988-1999)
3,Band,include,- vocals  (1997-1999)
0,Band members,include,Tom Woodhead – vocals synth
0,Band members,include,Rob Canning – bass guitar
0,Band members,include,Katie Nicholls – drums vocals shouts
0,Band members,include,Whiskas – electric guitar shouts synth
3,Basile Crew (Freeport Long Island),include,1980s - present – Jerry Basile
2,Ben Bowen's influence,for,Hospital
2,Ben Bowen's influence,of,Promise
2,Ben Bowen's influence,has,Hospital
2,Ben Bowen's influence,has,story
2,Ben Bowen's influence,raised,substantial funds for cancer research
2,Ben Bowen's influence,raised,$ 800000
0,Berlin Philharmonic Orchestra recordings,include,Sergei Prokofiev: Romeo & Juliet
0,Bibliography,include,Adoremos.
0,Bibliography,include,Editorial Caribe 1995 ISBN0-88113-160-1
0,Bibliography,include,A Worship-Filled Life.
0,Bibliography,include,Creation House 1998 ISBN0-88419-543-0
0,Bibliography,include,Enciende Una Luz.
0,Bibliography,include,Casa Creacion 2000 ISBN0-88419-559-7
0,Bibliography,include,Cómo Ejercer la Verdadera Autoridad.
0,Bibliography,include,Casa Creacion 2002 ISBN0-88419-816-2
0,Bibliography,include,Decida Bien.
0,Bibliography,include,Casa Creacion 2003 ISBN0-88419-869-3
0,Bibliography,include,Atria Books 2007 ISBN978-0-7432-9087-6
0,Bibliography,include,Los 8 habitos de los mejores líderes.
0,Bibliography,include,Vida 2014 ISBN9780829765878
0,Bibliography,include,Kamala Speaks: The Official Autobiography of WWE Wrestler James "Kamala" Harris (January 17 2015) – with Kenny Casanova
0,Bibliography,include,Brinkman P. D. (2010) The Second Jurassic Dinosaur Rush: Museums and Paleontology in America at the Turn of the Twentieth Century Chicago and London: The University of Chicago Press ISBN978-0226074726
0,Bibliography,include,Hallett M.; Wedel M. (2016) The Sauropod Dinosaurs: Life in the Age of Giants Baltimore: Johns Hopkins University Press ISBN978-1421420288
0,Bibliography,include, The dictionary definition of Brachiosaurus at Wiktionary
0,Bibliography,include,The First Brachiosaurus –  Interview with Joyce Havstad of the Field Museum about Brachiosaurus and the concept of holotypes
0,Bibliography,include,Chaput Don.
0,Bibliography,include,"Buckskin Frank" Leslie Tucson AZ: Westernlore Press 1999.
0,Bibliography,include,ISBN0-87026-107-X
0,Bibliography,include,DeMattos Jack.
0,Bibliography,include,"Gunfighters of the Real West: Buckskin Frank Leslie" Real West September 1981.
0,Bibliography,include,Buckskin Frank Leslie Revealed Wild West History Association Journal (Vol.
0,Bibliography,include,VIII No.
0,Bibliography,include,3) June 2015.
0,Bibliography,include,DeMattos Jack and Parsons Chuck.
1,Bibliography,Called,Him Buckskin Frank
0,Bibliography,include,ISBN978-1-57441-712-8
0,Bibliography,include,Leslie Nashville Franklyn.
0,Bibliography,include,"Personal Experiences With the Late General Lawton Told by Captain N. Frank Leslie His Chief of Scouts in the Apache Campaign" San Francisco Call Sunday January 7 1900.
0,Bibliography,include,O'Neal Bill.
0,Bibliography,include,"Buckskin Frank Leslie vs Billy the Kid Claiborne" True West March 1991.
0,Bibliography,include,Rickards Colin.
0,Bibliography,include,Buckskin Frank Leslie: Gunman of Tombstone El Paso TX: Texas Western Press 1964.
0,Bibliography,include,Scott Jay.
0,Bibliography,include,"Buckskin Frank: Tombstone Lady Killer" True Western Adventures April 1961.
0,Bibliography,include,Holmstrom John.
0,Bibliography,include,The Moving Picture Boy: An International Encyclopaedia from 1895 to 1995 Norwich Michael Russell 1996 pp.
0,Bibliography,include,205–206.
0,Bibliography,include,Cornelius Wanda and Thayne Short.
1,Bibliography,is in,China
0,Bibliography,include,Pelican Publishing Company 2005.
0,Bibliography,include,ISBN1-56554-523-0
0,Bibliography,include,McClure Glenn E. Fire and Fall Back: the World War Two "CBI" story of "Casey" Vincent.
0,Bibliography,include,Universal City Texas.
0,Bibliography,include,Barnes Press.
0,Bibliography,include,1975.
0,Bibliography,include,Samson Jack.
0,Bibliography,include,The Flying Tiger: The True Story of General Claire Chennault and the U.S. 14th Air Force in China.
0,Bibliography,include,Globe Pequot 2005.
0,Bibliography,include,ISBN1-59228-711-5
0,Bibliography,include,Gilpatrick Kristen.
0,Bibliography,include,Famous Wisconsin Film Stars.
0,Bibliography,include,London: Badger Books 2002.
0,Bibliography,include,ISBN978-1-87856-986-8.
0,Bibliography,include,Sakall S. Z.
0,Bibliography,include,(1954).
0,Bibliography,include,The Story of Cuddles: My Life under the Emperor Francis Joseph Adolf Hitler and the Warner Brothers (hardcover).
0,Bibliography,include,London: Cassell.
0,Bibliography,include,Jeffers Harry Paul.
0,Bibliography,include,Diamond Jim Brady: Prince of the Gilded Age New York: Wiley 2001.
0,Bibliography,include,Drewry Gavin; Louis Bloom-Cooper; Charles Blake (2007).
0,Bibliography,include,The Court of Appeal.
0,Bibliography,include,Suzanne Fullbrook.
0,Bibliography,include,Oxford and Portland Oregon: Hart Publishing.
0,Bibliography,include,ISBN1-84113-387-6.
0,Bibliography,include,Albert Camus: Lyrical and Critical Essays.
1,Bibliography,interviev with,Jeanie Delpech
0,Bibliography,include,p. 345.
0,Bibliography,include,257–258.
0,Bibliography,include,Abbotts Richard Police Casualties in Ireland 1914-1918 (Cork 2000)
0,Bibliography,include,Brewer John D. The Royal Irish Constabulary: An Oral History (Belfast 1990)
0,Bibliography,include,Dukova A.
0,Bibliography,include,A History of the Dublin Metropolitan Police and Its Colonial Legacy (Palgrave Macmillan 2016)
0,Bibliography,include,Gaughan J.A.(ed.
0,Bibliography,include,) The Memoirs of Constable Jeremiah Mee RIC (Dublin 1973)
0,Bibliography,include,The Hardcore Truth: The Bob Holly Story (2013) (with Ross Williams)
0,Bibliography,include,Landy Marcia (2005).
0,Bibliography,include,Monty Python's Flying Circus.
